Course,University,Department,Entry Requirements,URL
['Urban Transport - MSc'],['University of Glasgow'],['College of Social Sciences'],"['2.1 Honours degree or non-UK equivalent in urban studies, civil engineering, geography, management or economics. Applicants from other disciplines who otherwise meet the criteria are also considered. Additionally, an interest in acquiring quantitative skills is desirable. Applicants with a lower second class Honours degree may be accepted, if warranted by strong references and/or relevant work experience. ', ' ', 'You are required to complete and submit a question-based personal statement explaining why you want to undertake this programme at Glasgow. ', ' ', ' for details.']",https://www.findamasters.com/common/clickCount.aspx?theid=45453&type=287&did=4959&url=https%3a%2f%2fwww.gla.ac.uk%2fpostgraduate%2ftaught%2furbantransport%2f%3futm_source%3dfind-a-masters%26utm_medium%3dprofile%26utm_campaign%3dmar-coss-pg-urbanstudies%26utm_content%3durbantransport
"['Operations, Logistics and Supply Chain Management (MSc)']",['University of Bath'],['School of Management'],"['You should have a 2:1 or above (or its international equivalent) undergraduate degree. Your degree can be in any discipline. ', ' ', 'We may make an offer based on a lower grade if you can provide evidence of your suitability. In some cases, you may be able to substitute work experience for our degree requirement. ', ' ', 'If English is not your first language, you will need to pass an English language test.']",https://www.findamasters.com/common/clickCount.aspx?theid=42203&type=287&did=4409&url=https%3a%2f%2fwww.bath.ac.uk%2fcourses%2fpostgraduate-2024%2ftaught-postgraduate-courses%2fmsc-operations-logistics-and-supply-chain-management%2f%3futm_source%3dFAU%26utm_medium%3dpaid-referral%26utm_campaign%3dsom-msc-fau-2024%26utm_content%3dsom-ms-button-olscm
['Human Resource Management (MSc)'],['University of Bath'],['School of Management'],"['You should have a 2:1 or above (or its international equivalent) undergraduate degree. Your degree can be in any discipline but must include an appropriate level of business, management, organisation or psychology content. ', ' ', 'We may make an offer based on a lower grade if you can provide evidence of your suitability for the degree. ', ' ', 'In exceptional cases, relevant work experience may be a substitute for the degree requirement. You should have no more than three years’ relevant work experience. ', ' ', 'If English is not your first language, you will need to pass an English language test.']",https://www.findamasters.com/common/clickCount.aspx?theid=26696&type=287&did=4409&url=https%3a%2f%2fwww.bath.ac.uk%2fcourses%2fpostgraduate-2024%2ftaught-postgraduate-courses%2fmsc-human-resource-management%3futm_source%3dFAU%26utm_medium%3dpaid-referral%26utm_campaign%3dsom-msc-fau-2024%26utm_content%3dsom-ms-button-hrm
['MSc - Interdisciplinary Biomedical Research'],['University of Warwick'],['Warwick Medical School'],"['First degree (2:1) or equivalent qualification, in Physical Sciences (Chemistry, Maths, Physics, Stats or Engineering), or Life Sciences (Biology, Biochemistry, Biomedical Sciences) ', ' ', 'Maths A level or equivalent is strongly recommended. ', ' ', 'English proficiency: Band A with specific component scores of at least 6.5 in reading and writing.']",https://www.findamasters.com/common/clickCount.aspx?theid=21835&type=287&did=4504&url=https%3a%2f%2fwarwick.ac.uk%2fstudy%2fpostgraduate%2fcourses%2fbiomedicalresearch
['MSc - Computer Science (Artificial Intelligence)'],['University of Kent'],['School of Computing'],"['A first or second class honours degree or equivalent in any subject. You should also have mathematical skills equivalent to a grade C or above in GCSE Mathematics. ', ' ', 'All applicants are considered on an individual basis and additional qualifications, professional qualifications and relevant experience may also be taken into account when considering applications.']",https://www.findamasters.com/common/clickCount.aspx?theid=16669&type=287&did=3242&url=https%3a%2f%2fwww.kent.ac.uk%2fcourses%2fpostgraduate%2f3812%2fcomputer-science-artificial-intelligence%3futm_source%3dFindAMasters%26utm_medium%3dpaid_referrer%26utm_content%3dFC-computer-science-artificial-intelligence-CEMS%26utm_campaign%3dDivisionalPG2024
['International Management (MSc)'],['University of Bath'],['School of Management'],"['You should have a 2:1 or above (or its international equivalent) undergraduate degree. Your degree can be in any discipline but it must include a significant level of business or management content. ', ' ', 'We may make an offer based on a lower grade if you can provide evidence of your suitability for the degree. ', ' ', 'In exceptional cases, relevant work experience may be a substitute for the degree requirement. You should have no more than three years’ relevant work experience. ', ' ', 'If English is not your first language, you will need to pass an English language test.']",https://www.findamasters.com/common/clickCount.aspx?theid=14769&type=287&did=4409&url=https%3a%2f%2fwww.bath.ac.uk%2fcourses%2fpostgraduate-2024%2ftaught-postgraduate-courses%2fmsc-international-management%3futm_source%3dFAU%26utm_medium%3dpaid-referral%26utm_campaign%3dsom-msc-fau-2024%26utm_content%3dsom-ms-button-int-man
['MSc Cognitive and Computational Neuroscience'],['University of Sheffield'],['Department of Psychology'],"['Minimum 2:1 undergraduate honours degree in either a life science (including psychology) or a mathematical/physical science (including engineering). ', ' ', 'We also accept medical students who wish to intercalate their studies.']",https://www.findamasters.com/common/clickCount.aspx?theid=7830&type=287&did=621&url=https%3a%2f%2fwww.sheffield.ac.uk%2fpostgraduate%2ftaught%2fcourses%2f2024%2fcognitive-and-computational-neuroscience-msc
['Management (MSc)'],['University of Bath'],['School of Management'],"['You should have a 2:1 or above (or its international equivalent) undergraduate degree. Your degree can be in any discipline except business or management subjects. ', ' ', 'If you have a business or management degree, consider our MSc in International Management or one of our other specialised MSc courses. ', ' ', 'If English is not your first language, you will need to pass an English language test.']",https://www.findamasters.com/common/clickCount.aspx?theid=2644&type=287&did=4409&url=https%3a%2f%2fwww.bath.ac.uk%2fcourses%2fpostgraduate-2024%2ftaught-postgraduate-courses%2fmsc-management%3futm_source%3dFAU%26utm_medium%3dpaid-referral%26utm_campaign%3dsom-msc-fau-2024%26utm_content%3dsom-ms-button-man
['Control of Infectious Diseases (MSc)'],['London School of Hygiene & Tropical Medicine'],['Faculty of Infectious and Tropical Diseases'],"['Hold either a first degree at Second Class Honours (2:2) standard in a relevant discipline, or a degree in medicine recognised by the UK General Medical Council (GMC) for the purposes of practising medicine in the UK, or another degree of equivalent standard awarded by an overseas institution recognised by UK ENIC or the GMC. ', ' ', 'OR ', ' ', 'Hold a professional qualification appropriate to the programme of study to be followed obtained by written examinations and judged by LSHTM to be equivalent to a Second Class Honours (2:2) degree or above.']",https://www.findamasters.com/common/clickCount.aspx?theid=423&type=287&did=2334&url=https%3a%2f%2fwww.lshtm.ac.uk%2fstudy%2fcourses%2fmasters-degrees%2fcontrol-infectious-diseases%3futm_source%3dfindamasters%26utm_medium%3dreferral_paid%26utm_campaign%3dec_pg24%26utm_content%3dsubject_infectious_diseases_ads
['Epidemiology (MSc)'],['London School of Hygiene & Tropical Medicine'],['Faculty of Epidemiology and Population Health'],"[""The normal minimum entrance qualification for registration at the School on a Master's programme is at least one of the following: "", '- a second-class honours degree of a UK university, or an overseas qualification of an equivalent standard, in a subject appropriate to that of the course of study to be followed ', 'or ', '- a registrable qualification appropriate to the course of study to be followed, in medicine, dentistry or veterinary studies']",https://www.findamasters.com/common/clickCount.aspx?theid=409&type=287&did=2333&url=https%3a%2f%2fwww.lshtm.ac.uk%2fstudy%2fcourses%2fmasters-degrees%2fepidemiology%3futm_source%3dfindamasters%26utm_medium%3dreferral_paid%26utm_campaign%3dec_pg24%26utm_content%3dsubject_epidemiology_ads
['Ecology & Environmental Monitoring (Dumfries Campus) - MSc'],['University of Glasgow'],['College of Social Sciences'],"['2:1 Honours degree or equivalent in a relevant subject. Relevant subjects may include: Biology, Ecology, Zoology, Environmental Science and Sustainability, Environmental Management, Global Sustainable Development, or Nature Conservation. ', ' ', 'Individuals with professional experience working or volunteering in the fields of conservation, ecology, and environmental/land management and/or monitoring may also be considered even if they do not necessarily hold a 2:1 qualification. ', ' ', ' for details.']",https://www.findamasters.com/common/clickCount.aspx?theid=72083&type=287&did=4959&url=https%3a%2f%2fwww.gla.ac.uk%2fpostgraduate%2ftaught%2fecology-and-environmental-monitoring%2f%3futm_source%3dfind-a-masters%26utm_medium%3dprofile%26utm_campaign%3dmar-coss-pg-env%26utm_content%3d%2520ecology-and-environmental-monitoring
['Computational Geoscience - MSc'],['University of Glasgow'],['College of Science and Engineering'],"['A 2.1 equivalent degree (GPA 3.0) in any Engineering Discipline, Physical Sciences/Mathematics or Computing Science degree that contains a substantial mathematics component (at least the equivalent to Level-1 courses in calculus at the University of Glasgow). ', ' ', 'Applicants with a high 2.2 equivalent degree classification, or a degree in other related subjects may be considered on an individual basis. ', ' ', 'Entry without standard academic qualifications for those with significant experience in related employment will also be considered on an individual basis. ', ' ', ' for details.']",https://www.findamasters.com/common/clickCount.aspx?theid=72075&type=287&did=4813&url=https%3a%2f%2fwww.gla.ac.uk%2fpostgraduate%2ftaught%2fcomputational-geoscience%2f%3futm_source%3dfind-a-masters%26utm_medium%3dprofile%26utm_campaign%3dmar-cose-pg%26utm_content%3dcomputational-geoscience
